"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Płeć";"Zawód";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Przynależność do partii";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy przyznano mandat"
20;;;"Robert SZYDLIK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"menadżer";"Tłuszcz";"143411";"gm. Tłuszcz";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
20;;;"Izabela Marta SZYMAŃSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"specjalista do spraw administracji i zarządzania";"Sade Budy";"140505";"gm. Jaktorów";"członek partii politycznej: Nowa Lewica";"";;;;
20;;;"Bogusława TOMASIK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"pielęgniarka";"Rynia";"140803";"gm. Nieporęt";"nie należy do partii politycznej";"";;;;
20;;;"Mariusz TORBUS";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"oficer pożarnictwa";"Nowy Dwór Mazowiecki";"141401";"m. Nowy Dwór Mazowiecki";"nie należy do partii politycznej";"";;;;
20;;;"Stefan TRACZYK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"leśnik";"Celestynów";"141703";"gm. Celestynów";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
20;;;"Wojciech Jacek TRZASKOWSKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"informatyk";"Serock";"140804";"gm. Serock";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
20;;;"Beata Edyta UGODZIŃSKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"główny księgowy";"Stanisławowo";"140804";"gm. Serock";"nie należy do partii politycznej";"";;;;
20;;;"Piotr Michał UŚCIŃSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"poseł na Sejm RP";"Ząbki";"143403";"m. Ząbki";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
20;;;"Tadeusz Franciszek WENDA";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"technik mechanik";"Pruszków";"142102";"m. Pruszków";"członek partii politycznej: Nowa Lewica";"";;;;
20;;;"Joanna Beata WICHA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"pielęgniarka";"Warszawa";"146510";"Śródmieście";"członek partii politycznej: Lewica Razem";"";;;;
20;;;"Dariusz WILEŃSKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"ekonomista";"Otwock";"141702";"m. Otwock";"nie należy do partii politycznej";"";;;;
20;;;"Jacek WILK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"adwokat";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Nowa Nadzieja";"";;;;
20;;;"Maja Magdalena WINIARSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"zawodowy działacz organizacji pozarządowych";"Opypy";"140504";"gm. Grodzisk Mazowiecki";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";;;;
20;;;"Agata Ada WIŚNIEWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"nauczyciel języka obcego";"Legionowo";"140801";"m. Legionowo";"nie należy do partii politycznej";"";;;;
20;;;"Andrzej WOJCIESKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"inżynier teleinformatyk";"Otwock";"141702";"m. Otwock";"członek partii politycznej: Nowa Lewica";"";;;;
20;;;"Ewa Magdalena WRÓBLEWSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"prawnik";"Słupno";"143409";"gm. Radzymin";"członek partii politycznej: Nowa Lewica";"";;;;
20;;;"Andrzej Janusz WŁOSEK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"dyrektor generalny";"Stanisławów";"141403";"gm. Leoncin";"nie należy do partii politycznej";"";;;;
20;;;"Anna Maria ZALEWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"pielęgniarka";"Wiązowna";"141708";"gm. Wiązowna";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
20;;;"Paweł Ksawery ZALEWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"historyk";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
20;;;"Leszek ZARZYCKI";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"wyższy urzędnik samorządowy";"Piastów";"142101";"m. Piastów";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
20;;;"Andrzej Wiesław ZARĘBA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"inżynier mechanik";"Rybie";"142106";"gm. Raszyn";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
20;;;"Małgorzata ZAWADZKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"przedstawiciel handlowy";"Radzymin";"143409";"gm. Radzymin";"nie należy do partii politycznej";"";;;;
20;;;"Dorota Anna ZBIŃKOWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"dyrektor operacyjny";"Milanówek";"140501";"m. Milanówek";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
20;;;"Artur Mateusz ŚWIERCZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"pracownik samorządowy";"Pruszków";"142102";"m. Pruszków";"nie należy do partii politycznej";"";;;;
20;;;"Anna ŚWIERGOCKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"specjalista ds. zamówień publicznych";"Jabłonna";"140802";"gm. Jabłonna";"członek partii politycznej: Konfederacja Nowa Nadzieja";"";;;;
20;;;"Jakub Nikodem ŻABIŃSKI-SIKORSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"technik informatyk";"Warszawa";"146504";"Bielany";"członek partii politycznej: Polska Partia Socjalistyczna";"";;;;
20;;;"Małgorzata Ewa ŻEBROWSKA-PIOTRAK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"wyższy urzędnik samorządowy";"Łomianki Dolne";"143205";"gm. Łomianki";"nie należy do partii politycznej";"";;;;
20;;;"Bożena Jadwiga ŻELAZOWSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"politolog";"Józefów";"141701";"m. Józefów";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
20;;;"Julia Maria ŻOŁEK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"grafik komputerowy dtp";"Otwock";"141702";"m. Otwock";"członek partii politycznej: Ruch Narodowy";"";;;;
21;;;"Barbara Grażyna ADAMCZAK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"technik ogrodnik";"Opole";"166101";"m. Opole";"nie należy do partii politycznej";"";;;;
21;;;"Oleksandra ALTUFIEVA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"przedsiębiorca";"Niemodlin";"160907";"gm. Niemodlin";"nie należy do partii politycznej";"";;;;
21;;;"Natalia Irena ARFAN";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"specjalista do spraw sprzedaży";"Opole";"166101";"m. Opole";"członek partii politycznej: Nowa Lewica";"";;;;
21;;;"Wiesława Iwona ATŁACHOWICZ";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"kucharz";"Opole";"166101";"m. Opole";"nie należy do partii politycznej";"";;;;
21;;;"Rafał Jan BARTEK";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA";"Mężczyzna";"nauczyciel";"Chrząstowice";"160901";"gm. Chrząstowice";"członek partii politycznej: Regionalna. Mniejszość z Większością";"";;;;
21;;;"Longin BARTNIK";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"audytor energetyczny";"Opole";"166101";"m. Opole";"członek partii politycznej: Nowa Nadzieja";"";;;;
21;;;"Grzegorz Paweł BEDNAREK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"inspektor bezpieczeństwa i higieny pracy";"Pludry";"160801";"gm. Dobrodzień";"nie należy do partii politycznej";"";;;;
21;;;"Szymon Michał BILIŃSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"inżynier inżynierii środowiska - oczyszczanie miasta i gosp. odpadami";"Nowy Świętów";"160701";"gm. Głuchołazy";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
21;;;"Maciej BLUJ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"prezes";"Wrocław";"026401";"m. Wrocław";"nie należy do partii politycznej";"";;;;
21;;;"Sylwia Katarzyna BOCZEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"technik agrobiznesu";"Nowa Cerekwia";"160204";"gm. Kietrz";"nie należy do partii politycznej";"";;;;
21;;;"Mateusz Piotr BOGDALI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"mechanik pojazdów samochodowych";"Zawadzkie";"161107";"gm. Zawadzkie";"członek partii politycznej: Konfederacja Korony Polskiej";"";;;;
21;;;"Ewa Stanisława BOJAR";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"nauczyciel";"Warszawa";"146510";"Śródmieście";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";;;;
21;;;"Grażyna BORTNICZUK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"technik inżynierii środowiska i melioracji";"Głuchołazy";"160701";"gm. Głuchołazy";"nie należy do partii politycznej";"";;;;
21;;;"Damian Zygmunt BOSOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"urzędnik";"Kietrz";"160204";"gm. Kietrz";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
21;;;"Daria Weronika BĘBENEK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"rolnik";"Zębowice";"160807";"gm. Zębowice";"nie należy do partii politycznej";"";;;;
21;;;"Aleksander Janusz CHODOROWSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"pracownik biurowy";"Opole";"166101";"m. Opole";"członek partii politycznej: Wolność i Równość";"";;;;
21;;;"Wojciech Jerzy CHUCHLA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"technik mechanik";"Branice";"160202";"gm. Branice";"nie należy do partii politycznej";"";;;;
21;;;"Kryspin Tomasz CIEPLIK";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA";"Mężczyzna";"nauczyciel";"Bogacica";"160402";"gm. Kluczbork";"nie należy do partii politycznej";"";;;;
21;;;"Katarzyna Beata CZOCHARA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"rolnik";"Moszczanka";"161004";"gm. Prudnik";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
21;;;"Adrian Bogdan CZUBAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"inżynier mechanik - technologia mechaniczna";"Strzelce Opolskie";"161105";"gm. Strzelce Opolskie";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
21;;;"Zuzanna Teresa DONATH-KASIURA";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA";"Kobieta";"urzędnik samorządowy";"Krapkowice";"160502";"gm. Krapkowice";"członek partii politycznej: Regionalna. Mniejszość z Większością";"";;;;
21;;;"Alicja DROBISZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"nauczyciel kształcenia zawodowego";"Opole";"166101";"m. Opole";"nie należy do partii politycznej";"";;;;
21;;;"Urszula Maria DWORACZEK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"ekonomista";"Strzelce Opolskie";"161105";"gm. Strzelce Opolskie";"nie należy do partii politycznej";"";;;;
21;;;"Anna Maria FETTAS-PAWELEC";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"pilot wycieczek";"Opole";"166101";"m. Opole";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
21;;;"Szymon Jakub FOLP";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"spiker radiowy";"Maciowkarze";"160304";"gm. Pawłowiczki";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
21;;;"Leszek Janusz FORNAL";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"rolnik";"Kantorowice";"160104";"gm. Lewin Brzeski";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
21;;;"Dorota FRYC";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"kierownik przedszkola";"Nysa";"160705";"gm. Nysa";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";;;;
21;;;"Agnieszka GABRUK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"socjolog";"Tułowice";"160912";"gm. Tułowice";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
21;;;"Diana Barbara GACH";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA";"Kobieta";"rolnik";"Zdzieszowice";"160505";"gm. Zdzieszowice";"nie należy do partii politycznej";"";;;;
21;;;"Dawid Michał GACZYŃSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"kierowca mechanik";"Tarnów Opolski";"160911";"gm. Tarnów Opolski";"członek partii politycznej: Ruch Narodowy";"";;;;
21;;;"Ryszard Jan GAJDA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"inspektor BHP";"Antoniów";"160908";"gm. Ozimek";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
21;;;"Ryszard Jerzy GALLA";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA";"Mężczyzna";"inżynier mechanik";"Komprachcice";"160904";"gm. Komprachcice";"członek partii politycznej: Regionalna. Mniejszość z Większością";"";;;;
21;;;"Waldemar Jan GIELZOK";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA";"Mężczyzna";"tłumacz";"Opole";"166101";"m. Opole";"nie należy do partii politycznej";"";;;;
21;;;"Szymon Piotr GODYLA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"technik technologii żywności";"Pawłowice";"160802";"gm. Gorzów Śląski";"członek partii politycznej: Nowoczesna";"";;;;
21;;;"Edyta Maria GOLA";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA";"Kobieta";"ekonomista";"Leśnica";"161104";"gm. Leśnica";"nie należy do partii politycznej";"";;;;
21;;;"Adam Michał GOMOŁA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"ekonomista";"Gogolin";"160501";"gm. Gogolin";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
21;;;"Krzysztof GRACA";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA";"Mężczyzna";"spedytor";"Izbicko";"161101";"gm. Izbicko";"nie należy do partii politycznej";"";;;;
21;;;"Patryk Mateusz GRENDA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"technik utrzymania ruchu";"Biestrzykowice";"160604";"gm. Świerczów";"członek partii politycznej: Nowa Nadzieja";"";;;;
21;;;"Ludwika Anna GRONEK-KAŁUŻA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"kierownik przedsiębiorstwa transportowego";"Kluczbork";"160402";"gm. Kluczbork";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
21;;;"Zdzisław Witold GRYGIEL";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"geolog";"Opole";"166101";"m. Opole";"członek partii politycznej: Unia Pracy";"";;;;
21;;;"Anna GRZEBIŃSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"technolog żywności";"Malichów";"160801";"gm. Dobrodzień";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
21;;;"Marzanna Aleksandra GĄDEK-RADWANOWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"nauczyciel";"Kędzierzyn-Koźle";"160301";"m. Kędzierzyn-Koźle";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
21;;;"Waldemar Paweł HARTMAN";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"technik handlowiec";"Karłowice";"160909";"gm. Popielów";"członek partii politycznej: Polska 2050 Szymona Hołowni";"";;;;
21;;;"Damian Józef HUTSCH";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA";"Mężczyzna";"urzędnik samorządowy";"Borki Wielkie";"160803";"gm. Olesno";"nie należy do partii politycznej";"";;;;
21;;;"Janusz Antoni JAKUBÓW";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Mężczyzna";"nauczyciel historii";"Brzeg";"160101";"m. Brzeg";"nie należy do partii politycznej";"";;;;
21;;;"Grzegorz Jan JANICZAK";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"kierownik projektu";"Warszawa";"146502";"Bemowo";"członek partii politycznej: Nowa Lewica";"";;;;
21;;;"Barbara Janina JARMUSZEWSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Kobieta";"urzędnik samorządowy";"Namysłów";"160602";"gm. Namysłów";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
21;;;"Kamila Maria JAROŃSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"filolog języka nowożytnego";"Opole";"166101";"m. Opole";"członek partii politycznej: Lewica Razem";"";;;;
21;;;"Anna Maria JASTRZĘBSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"Kobieta";"technik budownictwa";"Opole";"166101";"m. Opole";"nie należy do partii politycznej";"";;;;
21;;;"Danuta JAZŁOWIECKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"inżynier budownictwa";"Opole";"166101";"m. Opole";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
21;;;"Anna Maria JURCZYK-MIŻEJEWSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"pracownik ds. kadr i płac";"Byczyna";"160401";"gm. Byczyna";"członek partii politycznej: Lewica Razem";"";;;;
21;;;"Monika Małgorzata JUREK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"urzędnik samorządowy";"Brzeg";"160101";"m. Brzeg";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
21;;;"Maciej KACZOR";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"urzędnik państwowy";"Kluczbork";"160402";"gm. Kluczbork";"nie należy do partii politycznej";"";;;;
21;;;"Marta KACZYŃSKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Kobieta";"specjalista ds. sprzedaży";"Zdzieszowice";"160505";"gm. Zdzieszowice";"nie należy do partii politycznej";"";;;;
21;;;"Michał Piotr KALINOWSKI";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"fizjoterapeuta";"Opole";"166101";"m. Opole";"członek partii politycznej: Nowa Lewica";"";;;;
21;;;"Barbara Ewa KAMIŃSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"ekonomistka";"Opole";"166101";"m. Opole";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
21;;;"Paweł Jan KAMPA";"KOMITET WYBORCZY NOWA LEWICA";"Mężczyzna";"pracownik samorządowy";"Tarnów Opolski";"160911";"gm. Tarnów Opolski";"członek partii politycznej: Nowa Lewica";"";;;;
21;;;"Krzysztof Andrzej KASPEREK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY";"Mężczyzna";"nauczyciel kształcenia zawodowego";"Pisarzowice";"160503";"gm. Strzeleczki";"nie należy do partii politycznej";"";;;;
21;;;"Anna Maria KASPRZYK";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA";"Kobieta";"księgowa";"Laskowice";"160403";"gm. Lasowice Wielkie";"nie należy do partii politycznej";"";;;;
21;;;"Marek KAWA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"nauczyciel akademicki";"Opole";"166101";"m. Opole";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
21;;;"Leszek KAŁWAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"rolnik";"Skotnica";"160804";"gm. Praszka";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
21;;;"Helena Maria KOCHAN";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"specjalista do spraw administracji publicznej";"Pawłowiczki";"160304";"gm. Pawłowiczki";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
21;;;"Paulina Marta KOCZUR";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"pracownik samorządowy";"Ozimek";"160908";"gm. Ozimek";"nie należy do partii politycznej";"";;;;
21;;;"Dariusz Stanisław KOLBEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"nauczyciel";"Głogówek";"161002";"gm. Głogówek";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
21;;;"Roman Jacek KOLEK";"KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA";"Mężczyzna";"lekarz";"Jemielnica";"161102";"gm. Jemielnica";"członek partii politycznej: Regionalna. Mniejszość z Większością";"";;;;
21;;;"Wojciech Stanisław KOMARZYŃSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"urzędnik państwowy";"Brzeg";"160101";"m. Brzeg";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
21;;;"Dorota KONCEWICZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"nauczyciel";"Szydłów";"160912";"gm. Tułowice";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
21;;;"Antoni Jacek KONOPKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"rolnik";"Sękowice";"160705";"gm. Nysa";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
21;;;"Urszula KOSIŃSKA-BARDON";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"wyższy urzędnik samorządowy";"Tułowice";"160912";"gm. Tułowice";"nie należy do partii politycznej";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";;;;
21;;;"Tomasz Tadeusz KOSTUŚ";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Mężczyzna";"parlamentarzysta";"Opole";"166101";"m. Opole";"członek partii politycznej: Platforma Obywatelska RP";"";;;;
21;;;"Janusz Marcin KOWALSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"wyższy urzędnik państwowy";"Warszawa";"146502";"Bemowo";"członek partii politycznej: Suwerenna Polska";"";;;;
21;;;"Andrzej Leszek KRUCZKIEWICZ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"Mężczyzna";"nauczyciel";"Przechód";"160703";"gm. Korfantów";"członek partii politycznej: Prawo i Sprawiedliwość";"";;;;
21;;;"Jarosław Marek KRZYWOŃ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"Mężczyzna";"specjalista administracji publicznej";"Opole";"166101";"m. Opole";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";;;;
21;;;"Leokadia Albina KUBALAŃCA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"ekonomistka";"Opole";"166101";"m. Opole";"nie należy do partii politycznej";"";;;;
